job_ad_id,job_city,job_industry,job_type,job_fed_contractor,job_equal_opp_employer,job_ownership,job_req_any,job_req_communication,job_req_education,job_req_min_experience,job_req_computer,job_req_organization,job_req_school,received_callback,firstname,race,gender,years_college,college_degree,honors,worked_during_school,years_experience,computer_skills,special_skills,volunteer,military,employment_holes,has_email_address,resume_quality
12,Boston,wholesale_and_retail_trade,manager,0,No,private,Yes,No,No,2,No,No,none_listed,0,Latonya,black,Female,4,No,No,No,7,No,No,No,No,No,No,low
12,Boston,wholesale_and_retail_trade,manager,0,No,private,Yes,No,No,2,No,No,none_listed,0,Matthew,white,Male,4,No,No,Yes,6,Yes,No,No,No,No,No,low
12,Boston,wholesale_and_retail_trade,manager,0,No,private,Yes,No,No,2,No,No,none_listed,0,Tremayne,black,Male,4,No,No,Yes,2,Yes,No,Yes,Yes,No,Yes,high
13,Boston,wholesale_and_retail_trade,manager,0,No,private,Yes,No,No,Some,No,No,none_listed,0,Geoffrey,white,Male,4,No,No,No,26,No,No,No,No,No,No,low
13,Boston,wholesale_and_retail_trade,manager,0,No,private,Yes,No,No,Some,No,No,none_listed,0,Jamal,black,Male,4,No,No,No,8,Yes,No,No,No,No,No,low
13,Boston,wholesale_and_retail_trade,manager,0,No,private,Yes,No,No,Some,No,No,none_listed,0,Sarah,white,Female,4,No,No,Yes,14,Yes,Yes,Yes,No,No,No,high
13,Boston,wholesale_and_retail_trade,manager,0,No,private,Yes,No,No,Some,No,No,none_listed,0,Tyrone,black,Male,4,No,No,No,18,Yes,No,Yes,No,No,No,high
14,Boston,wholesale_and_retail_trade,retail_sales,0,Yes,private,Yes,No,No,Some,No,No,none_listed,0,Allison,white,Female,4,No,No,Yes,8,Yes,No,Yes,No,No,Yes,high
14,Boston,wholesale_and_retail_trade,retail_sales,0,Yes,private,Yes,No,No,Some,No,No,none_listed,0,Anne,white,Female,4,No,No,No,7,No,No,No,No,No,No,low
14,Boston,wholesale_and_retail_trade,retail_sales,0,Yes,private,Yes,No,No,Some,No,No,none_listed,0,Lakisha,black,Female,4,No,No,Yes,6,Yes,No,No,No,No,No,low
14,Boston,wholesale_and_retail_trade,retail_sales,0,Yes,private,Yes,No,No,Some,No,No,none_listed,0,Tanisha,black,Female,4,No,No,Yes,2,Yes,No,Yes,Yes,No,Yes,high
15,Boston,wholesale_and_retail_trade,manager,0,Yes,public,No,No,No,None,No,No,none_listed,0,Ebony,black,Female,4,No,No,No,26,No,No,No,No,No,No,low
15,Boston,wholesale_and_retail_trade,manager,0,Yes,public,No,No,No,None,No,No,none_listed,0,Meredith,white,Female,4,No,No,No,8,Yes,No,No,No,No,No,low
15,Boston,wholesale_and_retail_trade,manager,0,Yes,public,No,No,No,None,No,No,none_listed,0,Rasheed,black,Male,4,No,No,Yes,14,Yes,Yes,Yes,No,No,No,high
15,Boston,wholesale_and_retail_trade,manager,0,Yes,public,No,No,No,None,No,No,none_listed,0,Todd,white,Male,4,No,No,No,18,Yes,No,Yes,No,No,No,high
16,Boston,transportation_communication,retail_sales,1,Yes,public,No,No,No,None,No,No,none_listed,0,Allison,white,Female,4,No,No,No,10,Yes,No,Yes,No,No,Yes,high
16,Boston,transportation_communication,retail_sales,1,Yes,public,No,No,No,None,No,No,none_listed,0,Geoffrey,white,Male,4,No,No,Yes,8,Yes,No,No,No,No,No,low
16,Boston,transportation_communication,retail_sales,1,Yes,public,No,No,No,None,No,No,none_listed,0,Hakim,black,Male,4,No,No,Yes,8,No,No,No,No,No,No,low
16,Boston,transportation_communication,retail_sales,1,Yes,public,No,No,No,None,No,No,none_listed,0,Rasheed,black,Male,4,No,No,No,8,No,No,Yes,No,No,Yes,high
17,Boston,other_service,retail_sales,NA,No,unknown,Yes,No,No,None,No,No,none_listed,0,Aisha,black,Female,4,No,No,Yes,6,Yes,No,No,No,No,No,low
17,Boston,other_service,retail_sales,NA,No,unknown,Yes,No,No,None,No,No,none_listed,0,Brendan,white,Male,4,No,No,Yes,2,Yes,No,Yes,Yes,No,Yes,high
17,Boston,other_service,retail_sales,NA,No,unknown,Yes,No,No,None,No,No,none_listed,0,Neil,white,Male,4,No,No,No,7,No,No,No,No,No,No,low
17,Boston,other_service,retail_sales,NA,No,unknown,Yes,No,No,None,No,No,none_listed,0,Tamika,black,Female,4,No,No,Yes,8,Yes,No,Yes,No,No,Yes,high
18,Boston,other_service,manager,NA,No,unknown,No,No,No,None,No,No,none_listed,0,Anne,white,Female,4,No,No,Yes,6,Yes,No,No,No,No,No,low
18,Boston,other_service,manager,NA,No,unknown,No,No,No,None,No,No,none_listed,0,Greg,white,Male,4,No,No,Yes,8,Yes,No,Yes,No,No,Yes,high
18,Boston,other_service,manager,NA,No,unknown,No,No,No,None,No,No,none_listed,0,Jermaine,black,Male,4,No,No,Yes,2,Yes,No,Yes,Yes,No,Yes,high
18,Boston,other_service,manager,NA,No,unknown,No,No,No,None,No,No,none_listed,0,Kareem,black,Male,4,No,No,No,7,No,No,No,No,No,No,low
19,Boston,business_and_personal_service,manager,0,No,public,No,No,No,None,No,No,none_listed,0,Ebony,black,Female,4,No,No,Yes,14,Yes,Yes,Yes,No,No,No,high
19,Boston,business_and_personal_service,manager,0,No,public,No,No,No,None,No,No,none_listed,0,Emily,white,Female,4,No,No,No,26,No,No,No,No,No,No,low
19,Boston,business_and_personal_service,manager,0,No,public,No,No,No,None,No,No,none_listed,0,Jill,white,Female,4,No,No,No,18,Yes,No,Yes,No,No,No,high
19,Boston,business_and_personal_service,manager,0,No,public,No,No,No,None,No,No,none_listed,0,Tamika,black,Female,4,No,No,No,8,Yes,No,No,No,No,No,low
20,Boston,other_service,sales_rep,0,Yes,private,Yes,No,Yes,5,Yes,No,Some_college,0,Brad,white,Male,4,No,No,Yes,8,Yes,No,Yes,No,No,Yes,high
20,Boston,other_service,sales_rep,0,Yes,private,Yes,No,Yes,5,Yes,No,Some_college,0,Darnell,black,Male,4,No,No,Yes,2,Yes,No,Yes,Yes,No,Yes,high
20,Boston,other_service,sales_rep,0,Yes,private,Yes,No,Yes,5,Yes,No,Some_college,0,Hakim,black,Male,4,No,No,No,7,No,No,No,No,No,No,low
20,Boston,other_service,sales_rep,0,Yes,private,Yes,No,Yes,5,Yes,No,Some_college,0,Meredith,white,Female,4,No,No,Yes,6,Yes,No,No,No,No,No,low
21,Boston,wholesale_and_retail_trade,manager,0,Yes,public,Yes,No,No,Some,No,No,none_listed,0,Brett,white,Male,4,No,No,No,18,Yes,No,Yes,No,No,No,high
21,Boston,wholesale_and_retail_trade,manager,0,Yes,public,Yes,No,No,Some,No,No,none_listed,0,Jermaine,black,Male,4,No,No,Yes,14,Yes,Yes,Yes,No,No,No,high
21,Boston,wholesale_and_retail_trade,manager,0,Yes,public,Yes,No,No,Some,No,No,none_listed,0,Latonya,black,Female,4,No,No,No,8,Yes,No,No,No,No,No,low
21,Boston,wholesale_and_retail_trade,manager,0,Yes,public,Yes,No,No,Some,No,No,none_listed,0,Neil,white,Male,4,No,No,No,26,No,No,No,No,No,No,low
22,Boston,wholesale_and_retail_trade,retail_sales,NA,Yes,unknown,Yes,No,No,None,No,No,none_listed,0,Brad,white,Male,4,No,No,No,13,Yes,No,No,No,No,No,low
22,Boston,wholesale_and_retail_trade,retail_sales,NA,Yes,unknown,Yes,No,No,None,No,No,none_listed,0,Carrie,white,Female,4,No,No,Yes,5,Yes,Yes,Yes,No,No,No,high
22,Boston,wholesale_and_retail_trade,retail_sales,NA,Yes,unknown,Yes,No,No,None,No,No,none_listed,0,Kenya,black,Female,4,No,No,No,8,No,No,No,No,No,No,low
22,Boston,wholesale_and_retail_trade,retail_sales,NA,Yes,unknown,Yes,No,No,None,No,No,none_listed,0,Latoya,black,Female,4,No,No,No,20,No,No,Yes,No,No,No,high
23,Boston,wholesale_and_retail_trade,retail_sales,0,Yes,private,Yes,No,No,Some,No,No,none_listed,0,Geoffrey,white,Male,4,No,No,Yes,8,Yes,No,No,No,No,No,low
23,Boston,wholesale_and_retail_trade,retail_sales,0,Yes,private,Yes,No,No,Some,No,No,none_listed,0,Keisha,black,Female,4,No,No,Yes,8,No,No,No,No,No,No,low
23,Boston,wholesale_and_retail_trade,retail_sales,0,Yes,private,Yes,No,No,Some,No,No,none_listed,0,Laurie,white,Female,4,No,No,No,10,Yes,No,Yes,No,No,Yes,high
23,Boston,wholesale_and_retail_trade,retail_sales,0,Yes,private,Yes,No,No,Some,No,No,none_listed,0,Tyrone,black,Male,4,No,No,No,8,No,No,Yes,No,No,Yes,high
24,Boston,transportation_communication,retail_sales,NA,No,unknown,Yes,No,No,Some,No,No,none_listed,0,Jamal,black,Male,4,No,No,No,10,Yes,No,Yes,No,No,Yes,high
24,Boston,transportation_communication,retail_sales,NA,No,unknown,Yes,No,No,Some,No,No,none_listed,1,Jermaine,black,Male,4,No,No,Yes,8,No,No,No,No,No,No,low
24,Boston,transportation_communication,retail_sales,NA,No,unknown,Yes,No,No,Some,No,No,none_listed,0,Laurie,white,Female,4,No,No,No,8,No,No,Yes,No,No,Yes,high
24,Boston,transportation_communication,retail_sales,NA,No,unknown,Yes,No,No,Some,No,No,none_listed,0,Neil,white,Male,4,No,No,Yes,8,Yes,No,No,No,No,No,low
25,Boston,wholesale_and_retail_trade,manager,0,Yes,private,Yes,No,No,3,No,No,none_listed,0,Darnell,black,Male,4,No,No,No,18,Yes,No,Yes,No,No,No,high
25,Boston,wholesale_and_retail_trade,manager,0,Yes,private,Yes,No,No,3,No,No,none_listed,0,Greg,white,Male,4,No,No,No,26,No,No,No,No,No,No,low
25,Boston,wholesale_and_retail_trade,manager,0,Yes,private,Yes,No,No,3,No,No,none_listed,0,Latonya,black,Female,4,No,No,No,8,Yes,No,No,No,No,No,low
25,Boston,wholesale_and_retail_trade,manager,0,Yes,private,Yes,No,No,3,No,No,none_listed,0,Matthew,white,Male,4,No,No,Yes,14,Yes,Yes,Yes,No,No,No,high
26,Boston,transportation_communication,retail_sales,0,No,private,Yes,Yes,No,None,Yes,No,none_listed,0,Greg,white,Male,4,No,No,No,8,No,No,Yes,No,No,Yes,high
26,Boston,transportation_communication,retail_sales,0,No,private,Yes,Yes,No,None,Yes,No,none_listed,0,Keisha,black,Female,4,No,No,Yes,8,Yes,No,No,No,No,No,low
26,Boston,transportation_communication,retail_sales,0,No,private,Yes,Yes,No,None,Yes,No,none_listed,0,Lakisha,black,Female,4,No,No,No,10,Yes,No,Yes,No,No,Yes,high
26,Boston,transportation_communication,retail_sales,0,No,private,Yes,Yes,No,None,Yes,No,none_listed,0,Laurie,white,Female,4,No,No,Yes,8,No,No,No,No,No,No,low
27,Boston,other_service,sales_rep,NA,Yes,unknown,No,No,No,None,No,No,none_listed,0,Jill,white,Female,4,No,No,Yes,2,Yes,No,Yes,Yes,No,Yes,high
27,Boston,other_service,sales_rep,NA,Yes,unknown,No,No,No,None,No,No,none_listed,0,Kristen,white,Female,4,No,No,Yes,6,Yes,No,No,No,No,No,low
27,Boston,other_service,sales_rep,NA,Yes,unknown,No,No,No,None,No,No,none_listed,0,Latonya,black,Female,4,No,No,No,7,No,No,No,No,No,No,low
27,Boston,other_service,sales_rep,NA,Yes,unknown,No,No,No,None,No,No,none_listed,0,Leroy,black,Male,4,No,No,Yes,8,Yes,No,Yes,No,No,Yes,high
28,Boston,wholesale_and_retail_trade,sales_rep,0,No,private,No,No,No,None,No,No,none_listed,0,Emily,white,Female,4,No,No,Yes,2,Yes,No,Yes,Yes,No,Yes,high
28,Boston,wholesale_and_retail_trade,sales_rep,0,No,private,No,No,No,None,No,No,none_listed,0,Jill,white,Female,4,No,No,Yes,6,Yes,No,No,No,No,No,low
28,Boston,wholesale_and_retail_trade,sales_rep,0,No,private,No,No,No,None,No,No,none_listed,0,Latonya,black,Female,4,No,No,Yes,8,Yes,No,Yes,No,No,Yes,high
28,Boston,wholesale_and_retail_trade,sales_rep,0,No,private,No,No,No,None,No,No,none_listed,0,Tyrone,black,Male,4,No,No,No,7,No,No,No,No,No,No,low
29,Boston,transportation_communication,retail_sales,0,No,public,No,No,No,None,No,No,none_listed,0,Greg,white,Male,4,No,No,Yes,6,Yes,No,No,No,No,No,low
29,Boston,transportation_communication,retail_sales,0,No,public,No,No,No,None,No,No,none_listed,0,Latonya,black,Female,4,No,No,Yes,8,Yes,No,Yes,No,No,Yes,high
29,Boston,transportation_communication,retail_sales,0,No,public,No,No,No,None,No,No,none_listed,0,Todd,white,Male,4,No,No,Yes,2,Yes,No,Yes,Yes,No,Yes,high
29,Boston,transportation_communication,retail_sales,0,No,public,No,No,No,None,No,No,none_listed,0,Tremayne,black,Male,4,No,No,No,7,No,No,No,No,No,No,low
30,Boston,other_service,sales_rep,NA,No,unknown,No,No,No,None,No,No,none_listed,0,Brett,white,Male,4,No,No,Yes,6,Yes,No,No,No,No,No,low
30,Boston,other_service,sales_rep,NA,No,unknown,No,No,No,None,No,No,none_listed,0,Carrie,white,Female,4,No,No,Yes,8,Yes,No,Yes,No,No,Yes,high
30,Boston,other_service,sales_rep,NA,No,unknown,No,No,No,None,No,No,none_listed,0,Ebony,black,Female,4,No,No,Yes,2,Yes,No,Yes,Yes,No,Yes,high
30,Boston,other_service,sales_rep,NA,No,unknown,No,No,No,None,No,No,none_listed,0,Tremayne,black,Male,4,No,No,No,7,No,No,No,No,No,No,low
31,Boston,manufacturing,manager,0,No,private,Yes,No,No,Some,Yes,No,none_listed,0,Brett,white,Male,4,No,No,Yes,8,Yes,No,Yes,No,No,Yes,high
31,Boston,manufacturing,manager,0,No,private,Yes,No,No,Some,Yes,No,none_listed,0,Carrie,white,Female,4,No,No,No,7,No,No,No,No,No,No,low
31,Boston,manufacturing,manager,0,No,private,Yes,No,No,Some,Yes,No,none_listed,0,Kareem,black,Male,4,No,No,Yes,2,Yes,No,Yes,Yes,No,Yes,high
31,Boston,manufacturing,manager,0,No,private,Yes,No,No,Some,Yes,No,none_listed,0,Keisha,black,Female,4,No,No,Yes,6,Yes,No,No,No,No,No,low
32,Boston,manufacturing,retail_sales,0,No,private,Yes,No,No,2,No,No,none_listed,0,Greg,white,Male,4,No,No,Yes,2,Yes,No,Yes,Yes,No,Yes,high
32,Boston,manufacturing,retail_sales,0,No,private,Yes,No,No,2,No,No,none_listed,0,Hakim,black,Male,4,No,No,No,7,No,No,No,No,No,No,low
32,Boston,manufacturing,retail_sales,0,No,private,Yes,No,No,2,No,No,none_listed,0,Latoya,black,Female,4,No,No,Yes,8,Yes,No,Yes,No,No,Yes,high
32,Boston,manufacturing,retail_sales,0,No,private,Yes,No,No,2,No,No,none_listed,0,Laurie,white,Female,4,No,No,Yes,6,Yes,No,No,No,No,No,low
33,Boston,other_service,manager,0,Yes,nonprofit,Yes,No,No,5,No,No,none_listed,0,Brendan,white,Male,4,No,No,Yes,14,Yes,Yes,Yes,No,No,No,high
33,Boston,other_service,manager,0,Yes,nonprofit,Yes,No,No,5,No,No,none_listed,0,Brett,white,Male,4,No,No,No,26,No,No,No,No,No,No,low
33,Boston,other_service,manager,0,Yes,nonprofit,Yes,No,No,5,No,No,none_listed,0,Jamal,black,Male,4,No,No,No,8,Yes,No,No,No,No,No,low
33,Boston,other_service,manager,0,Yes,nonprofit,Yes,No,No,5,No,No,none_listed,0,Leroy,black,Male,4,No,No,No,18,Yes,No,Yes,No,No,No,high
34,Boston,business_and_personal_service,sales_rep,0,Yes,private,No,No,No,None,No,No,none_listed,0,Ebony,black,Female,4,No,No,Yes,2,Yes,No,Yes,Yes,No,Yes,high
34,Boston,business_and_personal_service,sales_rep,0,Yes,private,No,No,No,None,No,No,none_listed,0,Emily,white,Female,4,No,No,No,7,No,No,No,No,No,No,low
34,Boston,business_and_personal_service,sales_rep,0,Yes,private,No,No,No,None,No,No,none_listed,0,Kareem,black,Male,4,No,No,Yes,6,Yes,No,No,No,No,No,low
34,Boston,business_and_personal_service,sales_rep,0,Yes,private,No,No,No,None,No,No,none_listed,0,Sarah,white,Female,4,No,No,Yes,8,Yes,No,Yes,No,No,Yes,high
35,Boston,wholesale_and_retail_trade,retail_sales,0,No,nonprofit,Yes,No,No,None,No,No,none_listed,0,Geoffrey,white,Male,4,No,No,No,7,No,No,No,No,No,No,low
35,Boston,wholesale_and_retail_trade,retail_sales,0,No,nonprofit,Yes,No,No,None,No,No,none_listed,0,Keisha,black,Female,4,No,No,Yes,6,Yes,No,No,No,No,No,low
35,Boston,wholesale_and_retail_trade,retail_sales,0,No,nonprofit,Yes,No,No,None,No,No,none_listed,0,Neil,white,Male,4,No,No,Yes,8,Yes,No,Yes,No,No,Yes,high
35,Boston,wholesale_and_retail_trade,retail_sales,0,No,nonprofit,Yes,No,No,None,No,No,none_listed,0,Rasheed,black,Male,4,No,No,Yes,2,Yes,No,Yes,Yes,No,Yes,high
36,Boston,business_and_personal_service,sales_rep,0,No,private,Yes,No,No,Some,No,No,none_listed,0,Allison,white,Female,4,No,No,No,7,No,No,No,No,No,No,low
36,Boston,business_and_personal_service,sales_rep,0,No,private,Yes,No,No,Some,No,No,none_listed,0,Kenya,black,Female,4,No,No,Yes,8,Yes,No,Yes,No,No,Yes,high
36,Boston,business_and_personal_service,sales_rep,0,No,private,Yes,No,No,Some,No,No,none_listed,0,Meredith,white,Female,4,No,No,Yes,2,Yes,No,Yes,Yes,No,Yes,high
36,Boston,business_and_personal_service,sales_rep,0,No,private,Yes,No,No,Some,No,No,none_listed,0,Tyrone,black,Male,4,No,No,Yes,6,Yes,No,No,No,No,No,low
37,Boston,other_service,sales_rep,NA,No,unknown,No,No,No,None,No,No,none_listed,0,Jamal,black,Male,4,No,No,No,7,No,No,No,No,No,No,low
37,Boston,other_service,sales_rep,NA,No,unknown,No,No,No,None,No,No,none_listed,0,Lakisha,black,Female,4,No,No,Yes,8,Yes,No,Yes,No,No,Yes,high
37,Boston,other_service,sales_rep,NA,No,unknown,No,No,No,None,No,No,none_listed,0,Meredith,white,Female,4,No,No,Yes,6,Yes,No,No,No,No,No,low
37,Boston,other_service,sales_rep,NA,No,unknown,No,No,No,None,No,No,none_listed,0,Sarah,white,Female,4,No,No,Yes,2,Yes,No,Yes,Yes,No,Yes,high
38,Boston,wholesale_and_retail_trade,retail_sales,0,No,private,Yes,No,No,5,No,No,none_listed,0,Anne,white,Female,4,No,No,No,7,No,No,No,No,No,No,low
38,Boston,wholesale_and_retail_trade,retail_sales,0,No,private,Yes,No,No,5,No,No,none_listed,0,Brett,white,Male,4,No,No,Yes,8,Yes,No,Yes,No,No,Yes,high
38,Boston,wholesale_and_retail_trade,retail_sales,0,No,private,Yes,No,No,5,No,No,none_listed,0,Jermaine,black,Male,4,No,No,Yes,6,Yes,No,No,No,No,No,low
38,Boston,wholesale_and_retail_trade,retail_sales,0,No,private,Yes,No,No,5,No,No,none_listed,0,Rasheed,black,Male,4,No,No,Yes,2,Yes,No,Yes,Yes,No,Yes,high
39,Boston,business_and_personal_service,sales_rep,1,Yes,public,Yes,No,No,2,No,No,none_listed,0,Anne,white,Female,4,No,No,No,8,No,No,Yes,No,No,Yes,high
39,Boston,business_and_personal_service,sales_rep,1,Yes,public,Yes,No,No,2,No,No,none_listed,0,Brad,white,Male,4,No,No,Yes,8,No,No,No,No,No,No,low
39,Boston,business_and_personal_service,sales_rep,1,Yes,public,Yes,No,No,2,No,No,none_listed,0,Lakisha,black,Female,4,No,No,Yes,8,Yes,No,No,No,No,No,low
